profileNum,ageEstimate,companyName,connectionsCount,country,endDate,followable,followersCount,genderEstimate,hasPicture,isPremium,posLocation,posTitle,startDate,posDuration
3670.0,54.0,"UniGroup, C.A.",500.0,au,2008-09-01,1.0,7870.0,male,f1e26ae4-0052-4dba-b6e6-cb8d94633e5f-3.jpg,0.0,"Amsterdam, The Netherlands",Sales and Marketing Director,2003-03-01,66.07117189264666
3673.0,38.0,THE ICONIC,500.0,au,2017-03-01,1.0,847.0,female,15276af6-78ec-400b-9ec2-b1accf4ec52b-3.jpg,0.0,"Sydney, Australia",Product Owner,2015-11-01,15.967473664756977
3674.0,38.0,Fairfax Media,500.0,au,2015-10-01,1.0,847.0,female,15276af6-78ec-400b-9ec2-b1accf4ec52b-3.jpg,0.0,"Sydney, Australia",Head of Platform Product,2014-08-01,13.996180619725251
3676.0,38.0,Yahoo7,500.0,au,2011-10-01,1.0,847.0,female,15276af6-78ec-400b-9ec2-b1accf4ec52b-3.jpg,0.0,"Sydney, Australia",Magazines Product Manager,2010-05-01,17.018829955440562
3677.0,38.0,Yahoo7,500.0,au,2010-05-01,1.0,847.0,female,15276af6-78ec-400b-9ec2-b1accf4ec52b-3.jpg,0.0,"Sydney Area, Australia",Front Page Product Manager - New Zealand,2008-10-01,18.957268116388427
3682.0,39.0,Northern Sydney Local Health District,296.0,au,2016-07-01,1.0,298.0,male,a30e3472-dac7-4764-8791-aad718191314-3.jpg,0.0,Royal Prince Alfred Hospital,Critical Care Registered Nurse,2014-01-01,29.963654284482228
3683.0,39.0,University of Sydney,296.0,au,2016-07-01,1.0,298.0,male,a30e3472-dac7-4764-8791-aad718191314-3.jpg,0.0,"Sydney, Australia",Lecturer of Nursing. Bachelor of Nursing (Advanced Studies) and Master of Nursing.,2013-01-01,41.95568697509189
3685.0,39.0,Ministry of National Guard Health Affairs (MNG-HA),296.0,au,2012-09-01,1.0,298.0,male,a30e3472-dac7-4764-8791-aad718191314-3.jpg,0.0,"Eastern Region, PO Box 2477 Kingdom of Saudi Arabia, 31982 /  Mail Code 309",Director of Nursing Education,2011-12-01,9.035093123062076
3686.0,39.0,University of Technology Sydney,296.0,au,2011-12-01,1.0,298.0,male,a30e3472-dac7-4764-8791-aad718191314-3.jpg,0.0,Ultimo,Lecturer,2011-01-01,10.973531284009939
3688.0,48.0,Telstra,500.0,au,2017-03-01,1.0,3575.0,male,exxAeyt0dnGUw_tscI-qGrAEOEe2rmuzChldSqPyHRs.jpg,0.0,"Melbourne, Australia",Engagement Manager - Digital Portfolio - TCoE,2016-02-01,12.944824329041664
3689.0,48.0,Telstra,500.0,au,2016-01-01,1.0,3575.0,male,exxAeyt0dnGUw_tscI-qGrAEOEe2rmuzChldSqPyHRs.jpg,0.0,"Melbourne, Australia",E2E Test Manager - OSS,2014-08-01,17.018829955440562
3691.0,48.0,ANZ,500.0,au,2013-03-01,1.0,3575.0,male,exxAeyt0dnGUw_tscI-qGrAEOEe2rmuzChldSqPyHRs.jpg,0.0,"100 Queen Street, Melbourne",Environment Manager,2012-06-01,8.969383354894351
3692.0,48.0,IBM,500.0,au,2012-05-01,1.0,3575.0,male,exxAeyt0dnGUw_tscI-qGrAEOEe2rmuzChldSqPyHRs.jpg,0.0,"Melbourne, Australia",Technical Test Lead - NextGen Project,2011-07-01,10.020739645577939
3703.0,45.0,ALLROADS,500.0,au,2014-03-01,1.0,3035.0,male,c957f754-8625-4e16-a63d-5c8980b86dcb-3.jpg,0.0,"Loganholme, Queensland",Civil Estimator,2013-08-01,6.965235425778763
3704.0,45.0,Devine Limited,500.0,au,2008-01-01,1.0,3035.0,male,c957f754-8625-4e16-a63d-5c8980b86dcb-3.jpg,0.0,"Queensland, Australia",Project Accountant,2006-01-01,23.984065381219327
3712.0,53.0,Middletons,500.0,au,2013-05-01,1.0,945.0,male,f1bbe88f-34c6-49c7-990f-ab7e2ded1f97-3.jpg,0.0,"Melbourne, Australia",Partner,2007-08-01,68.99525657611039
3716.0,46.0,Avocado Consulting,500.0,au,2017-04-01,1.0,1102.0,male,36b754e0-b847-4635-8914-f7e0482a2500-3.jpg,0.0,Sydney,Manager Partner Services & Solutions,2016-07-01,9.002238238978213
3718.0,46.0,Perpetual Limited,500.0,au,2015-02-01,1.0,1102.0,male,36b754e0-b847-4635-8914-f7e0482a2500-3.jpg,0.0,"Sydney, Australia",Program Test Manager - CT Data Services,2014-08-01,6.045298671430625
3719.0,46.0,News Corp,500.0,au,2014-06-01,1.0,1102.0,male,36b754e0-b847-4635-8914-f7e0482a2500-3.jpg,0.0,"Sydney, Australia",Test Manager,2010-11-01,42.97418838169162
3721.0,46.0,Avaya,500.0,au,2007-11-01,1.0,1102.0,male,36b754e0-b847-4635-8914-f7e0482a2500-3.jpg,0.0,"North Ryde, Sydney Australia",Test Manager,2002-03-01,68.04246493767839
3737.0,28.0,Children's Cancer Institute,500.0,au,2016-12-01,1.0,2486.0,female,b5SLAw9UoVKukpujHPjKkd6HQF96tTEB20S-fcNI6ko.jpg,0.0,Randwick,HR and WHS Coordinator,2016-06-01,6.012443787346763
3739.0,28.0,Fujitsu Australia Limited,500.0,au,2014-09-01,1.0,2486.0,female,b5SLAw9UoVKukpujHPjKkd6HQF96tTEB20S-fcNI6ko.jpg,0.0,Macquarie Park,HR Administrator Generalist,2013-07-01,14.029035503809114
3745.0,22.0,Chubb,383.0,au,2014-06-01,1.0,381.0,female,9b89ca81-7758-4d49-892c-beb0ccbc723f-3.jpg,0.0,"Melbourne, Australia",Accident & Health Underwriter,2009-11-01,54.96622107230128
3746.0,22.0,Chubb,383.0,au,2009-11-01,1.0,381.0,female,9b89ca81-7758-4d49-892c-beb0ccbc723f-3.jpg,0.0,"Sydney, Australia",Business Analyst,2007-08-01,27.039569601018503
3763.0,37.0,Console Group,416.0,au,2015-08-01,1.0,416.0,male,2c921f33-ff80-424f-9f9c-5a8dcbd36dd7-3.jpg,0.0,"Brisbane, Australia",Infrastructure & Systems Engineer,2014-03-01,17.018829955440562
3764.0,37.0,Aurecon,416.0,au,2013-11-01,1.0,416.0,male,2c921f33-ff80-424f-9f9c-5a8dcbd36dd7-3.jpg,0.0,"Brisbane, Australia",Computer Systems Engineer,2006-06-01,89.03673586726627
3769.0,40.0,IBM,500.0,au,2016-01-01,1.0,807.0,female,8ef04989-a930-4d0d-a8d8-1041d95a748a-3.jpg,0.0,"Sydney, Australia",Corporate Communications Manager,2015-10-01,3.0226493357153124
3770.0,40.0,IBM,500.0,au,2015-10-01,1.0,807.0,female,8ef04989-a930-4d0d-a8d8-1041d95a748a-3.jpg,0.0,"Sydney, Australia",External Relations Manager,2012-03-01,43.00704326577548
3775.0,50.0,Powerhouse Museum,500.0,au,2009-12-01,1.0,807.0,male,7b702f7d-f678-4c2c-af72-5bf4ba843faf-3.jpg,0.0,"Sydney, Australia",Web Developer,2006-01-01,46.98248423992279
3778.0,29.0,IE Digital,500.0,au,2017-11-01,1.0,1170.0,male,ac621a40-9765-4f0a-a22b-9583612fa05f-3.jpg,0.0,"Melbourne, Australia",Technical Team Lead,2013-09-01,50.005133575638105
3781.0,29.0,Melbourne IT Group,500.0,au,2012-06-01,1.0,1170.0,male,ac621a40-9765-4f0a-a22b-9583612fa05f-3.jpg,0.0,"Melbourne, Australia",Developer,2011-08-01,10.020739645577939
3790.0,56.0,Coach in a Box,394.0,au,2018-02-01,1.0,396.0,female,341ce753-b353-4740-b236-84237aced462-3.jpg,0.0,Perth WA,Leadership Coach,2009-10-01,100.04312203536007
3796.0,37.0,AIA Australia,437.0,au,2018-06-01,1.0,435.0,male,v9g0mWUp0g2Vq4ZAX7uetykTbVtABqieqQA3SLOI_3w.jpg,0.0,Melbourne,Agile Delivery Department Manager,2016-11-01,18.957268116388427
3797.0,37.0,AIA Australia,437.0,au,2016-11-01,1.0,435.0,male,v9g0mWUp0g2Vq4ZAX7uetykTbVtABqieqQA3SLOI_3w.jpg,0.0,"Melbourne, Australia",Agile Iteration Manager / Delivery Manager (Contract),2015-07-01,16.066038317008562
3799.0,37.0,Tabcorp,437.0,au,2014-02-01,1.0,435.0,male,v9g0mWUp0g2Vq4ZAX7uetykTbVtABqieqQA3SLOI_3w.jpg,0.0,"Melbourne, Australia",Senior Project Manager (Contract),2012-07-01,19.055832768640013
3800.0,37.0,TOTE Tasmania,437.0,au,2012-03-01,1.0,435.0,male,v9g0mWUp0g2Vq4ZAX7uetykTbVtABqieqQA3SLOI_3w.jpg,0.0,Hobart,Project Manager,2008-11-01,39.951539045976304
3802.0,37.0,Macquarie Group,437.0,au,2007-08-01,1.0,435.0,male,v9g0mWUp0g2Vq4ZAX7uetykTbVtABqieqQA3SLOI_3w.jpg,0.0,"Sydney, Australia",ISD Associate - Business Analyst,2004-04-01,39.984393930060165
3836.0,39.0,McCabes Lawyers Alumni,500.0,au,2012-12-01,1.0,1021.0,female,6babcc18-5e80-4218-98e0-86f5648e71ed-3.jpg,0.0,"Sydney, Australia",Senior Associate,2008-07-01,53.02778291135341
3838.0,39.0,McCabes Lawyers Alumni,500.0,au,2006-07-01,1.0,1021.0,female,6babcc18-5e80-4218-98e0-86f5648e71ed-3.jpg,0.0,"Sydney, Australia",Lawyer,2004-06-01,24.96971190373519
3841.0,53.0,Ansaldo STS A Hitachi Group Company,500.0,au,2016-02-01,1.0,1305.0,male,483b8e60-e0c5-49b7-8f20-2d405479258f-3.jpg,0.0,"Perth, Australia",Senior Project Manager,2012-03-01,47.04819400809051
3842.0,53.0,Ansaldo STS A Hitachi Group Company,500.0,au,2012-03-01,1.0,1305.0,male,483b8e60-e0c5-49b7-8f20-2d405479258f-3.jpg,0.0,"Newcastle, Australia",Project Manager,2009-01-01,37.947391116860715
3844.0,53.0,INDIAN RAILWAYS,500.0,au,2008-03-01,1.0,1305.0,male,483b8e60-e0c5-49b7-8f20-2d405479258f-3.jpg,0.0,India,Deputy Chief Signal and Telecom Engineer,1992-03-01,192.00394258609006
3847.0,41.0,Magna International,500.0,au,2015-10-01,1.0,1761.0,male,7d4ade9b-3f2b-4a16-9e4a-8170d82d2144-3.jpg,0.0,"Shanghai Suburb, China",Expert - Body Electronics and Infotainment,2015-01-01,8.969383354894351
3848.0,41.0,Magna International,500.0,au,2015-01-01,1.0,1761.0,male,7d4ade9b-3f2b-4a16-9e4a-8170d82d2144-3.jpg,0.0,Shanghai,Expert - Body Electronic Systems,2014-07-01,6.045298671430625
3850.0,41.0,Lumen Australia Pty Ltd,500.0,au,2006-12-01,1.0,1761.0,male,7d4ade9b-3f2b-4a16-9e4a-8170d82d2144-3.jpg,0.0,"Hallam, Victoria, Australia",Electronics Engineering Manager,2004-01-01,34.99045154931313
3853.0,43.0,Chevron,448.0,au,2016-04-01,1.0,445.0,male,0b9a40b1-84c1-4fb2-a5b7-fceb6846925e-3.jpg,0.0,"Perth, Australia",Telecommunications Engineer (Secondment),2015-12-01,4.008295858231175
3854.0,43.0,GHD,448.0,au,2012-07-01,1.0,445.0,male,0b9a40b1-84c1-4fb2-a5b7-fceb6846925e-3.jpg,0.0,"Perth, Australia",Lead Communications Engineer -BHPBIO EPCM Projects,2012-03-01,4.008295858231175
3856.0,43.0,TelstraClear,448.0,au,2011-11-01,1.0,445.0,male,0b9a40b1-84c1-4fb2-a5b7-fceb6846925e-3.jpg,0.0,"Christchurch - Auckland, New Zealand",Product and System Testing Engineer,2011-07-01,4.041150742315037
3857.0,43.0,TelstraClear,448.0,au,2011-07-01,1.0,445.0,male,0b9a40b1-84c1-4fb2-a5b7-fceb6846925e-3.jpg,0.0,"Christchurch, New Zealand",Network Records Administrator - GIS Operator,2010-12-01,6.965235425778763
3860.0,41.0,Morgan Stanley,500.0,au,2017-04-01,1.0,669.0,male,4a8d0edd-3b3a-49be-b3c7-635630314e3e-3.jpg,0.0,"Melbourne, Australia",Financial Adviser,2010-02-01,85.94837676338324
3862.0,41.0,Citi,500.0,au,2006-12-01,1.0,669.0,male,4a8d0edd-3b3a-49be-b3c7-635630314e3e-3.jpg,0.0,"Melbourne, Australia",Financial Adviser,2001-05-01,67.02396353107866
3872.0,50.0,ConnectWise,500.0,au,2016-11-01,1.0,1369.0,male,LL6sjvh1MvjtlPnBZJ3CMVFKzkO0Kb4MjG_TkLdIfYg.jpg,1.0,"Orlando, Florida Area",Presenter at IT Nation 2016 conference,2016-11-01,0.0
3878.0,33.0,AVELING,316.0,au,2015-08-01,1.0,321.0,male,9bfb8ed0-cc71-4ad1-9aad-acc29d04afe2-3.jpg,1.0,"Perth, Australia",Graphic & Multimedia Designer,2014-12-01,7.983736832378488
3886.0,50.0,Baker McKenzie,500.0,au,2012-04-01,1.0,1939.0,male,3whdTQXONAsIGNjVqgIfWndY7IhgKIDxnFg6AwUEjyw.jpg,0.0,"Sydney, Australia",Partner,2004-01-01,98.99176574467648
3887.0,50.0,MinterEllison,500.0,au,2004-12-01,1.0,1939.0,male,3whdTQXONAsIGNjVqgIfWndY7IhgKIDxnFg6AwUEjyw.jpg,0.0,Australia,Consultant,2003-01-01,22.998418858703463
3889.0,50.0,MinterEllison,500.0,au,1998-04-01,1.0,1939.0,male,3whdTQXONAsIGNjVqgIfWndY7IhgKIDxnFg6AwUEjyw.jpg,0.0,Australia,Partner,1981-09-01,198.96917801186882
3892.0,35.0,University of Wollongong,409.0,au,2010-12-01,1.0,410.0,female,OCeNLEFF3809rhch8P6ZRTYRMEOB6BaFHhi11sRqFBE.jpg,0.0,"Wollongong, Australia",Archives Assistant,2008-12-01,23.984065381219327
3895.0,39.0,RACV,422.0,au,2016-04-01,1.0,422.0,female,5e62b941-11db-4e9d-86cf-e7478bad24c5-3.jpg,0.0,Noble Park North,Member Communication Coordinator,2011-07-01,57.03607876958459
3896.0,39.0,RACV,422.0,au,2011-07-01,1.0,422.0,female,5e62b941-11db-4e9d-86cf-e7478bad24c5-3.jpg,0.0,Noble Park North,Marketing Communications Consultant,2008-10-01,32.95344873611368
3899.0,47.0,ADW Johnson Pty Ltd,252.0,au,2003-03-01,1.0,252.0,male,p_5_000_258_211_1d7fdb5.jpg,0.0,"Newcastle, Australia",Senior Planner and Project Manager,1998-04-01,58.97451693053245
3901.0,47.0,Newcastle City Council,252.0,au,1997-01-01,1.0,252.0,male,p_5_000_258_211_1d7fdb5.jpg,0.0,"Newcastle, Australia",Statutory Planner,1996-01-01,12.024887574693526
3904.0,21.0,IBM,500.0,au,2017-08-01,1.0,3443.0,male,9f9743eb-bf5a-4543-9e55-c2843303bbf5-3.jpg,1.0,"Canberra, Australia",Project Executive - Federal Government,2016-03-01,17.018829955440562
3905.0,21.0,IBM,500.0,au,2016-06-01,1.0,3443.0,male,9f9743eb-bf5a-4543-9e55-c2843303bbf5-3.jpg,1.0,"Sydney, Australia","Chief of Staff (Executive Assistant) to the Managing Director, IBM Australia & New Zealand",2015-01-01,16.9859750713567
3907.0,21.0,China Australia Millennial Project,500.0,au,2015-06-01,1.0,3443.0,male,9f9743eb-bf5a-4543-9e55-c2843303bbf5-3.jpg,1.0,"Sydney, Australia",Project Leader: Digital Disruption Think Tank,2015-01-01,4.9610874966631755
3911.0,21.0,Parliament of NSW,500.0,au,2010-01-01,1.0,3443.0,male,9f9743eb-bf5a-4543-9e55-c2843303bbf5-3.jpg,1.0,"Sydney, Australia","Political Intern: Speaker of the House, New South Wales Legislative Assembly",2009-01-01,11.992032690609664
3916.0,39.0,Tech Alliance Group,205.0,au,2017-07-01,1.0,205.0,male,d4ee1a8a-5bc0-498c-b433-88d662661771-3.jpg,0.0,Gold Coast,General Manager,2016-01-01,17.971621593872563
3919.0,25.0,SAP,412.0,au,2017-04-01,1.0,414.0,female,7bd16f96-f75d-4ce0-b57f-5c4ce831ba95-3.jpg,0.0,Global,Social Protection Industry Business Unit Team Member ,2015-11-01,16.9859750713567
3920.0,25.0,Capital Radio Network,412.0,au,2015-12-01,1.0,414.0,female,7bd16f96-f75d-4ce0-b57f-5c4ce831ba95-3.jpg,0.0,"Canberra, Australia",Casual Producer,2015-09-01,2.9897944516314503
3931.0,38.0,Amdocs,394.0,au,2014-11-01,0.0,393.0,female,t80_ytlAnnaMzsx1Hhd27efVQfqT8g-FHDXs7hCow64.jpg,0.0,"Melbourne, Australia",Learning Services Specialist,2014-01-01,9.987884761494076
3932.0,38.0,Talent2,394.0,au,2013-11-01,0.0,393.0,female,t80_ytlAnnaMzsx1Hhd27efVQfqT8g-FHDXs7hCow64.jpg,0.0,"Melbourne, Australia",Learning and Events Coordinator,2013-03-01,8.049446600546213
3934.0,38.0,Right Management,394.0,au,2012-02-01,0.0,393.0,female,t80_ytlAnnaMzsx1Hhd27efVQfqT8g-FHDXs7hCow64.jpg,0.0,"Melbourne, Australia",Project Coordinator,2011-06-01,8.049446600546213
3938.0,34.0,Curtin University,353.0,au,2016-01-01,1.0,353.0,male,32a35c89-1522-42f7-b770-c095ba9328d5-3.jpg,0.0,"Perth, Australia",Sessional Academic,2012-01-01,48.000985646522516
3949.0,53.0,University of Newcastle,327.0,au,2008-07-01,1.0,327.0,male,cc9cadd4-fc30-49b4-8add-3ba3246ba1e8-3.jpg,0.0,Ourimbah,Lecturer in Early Childhood,1999-01-01,113.9735928869176
3953.0,48.0,Marketplace Strategy Solutions,500.0,au,2011-11-01,1.0,1190.0,female,d5181afd-efcd-4a94-b49e-414ee696a93e-3.jpg,0.0,New Farm,Account Manager,2011-06-01,5.0267972648309
3959.0,27.0,Arrium Mining,163.0,au,2013-10-01,1.0,164.0,female,e0a52e1e-43a0-47a2-8049-1529d855f0a9-3.jpg,0.0,Whyalla,Senior Process Engineer/Metallurgist,2012-08-01,13.996180619725251
3967.0,38.0,Yahoo7,500.0,au,2014-12-01,1.0,815.0,female,CLXp9sMNTD0fzf9tcidYv2Dbgkbehpa54TlenXKPPtI.jpg,0.0,"Sydney, Australia",Business Operations Manager,2013-11-01,12.977679213125526
3968.0,38.0,Yahoo7,500.0,au,2013-11-01,1.0,815.0,female,CLXp9sMNTD0fzf9tcidYv2Dbgkbehpa54TlenXKPPtI.jpg,0.0,Sydney,Mobile Product Manager,2012-05-01,18.037331362040288
3977.0,34.0,A.G. Coombs,500.0,au,2017-11-01,1.0,1061.0,male,acc41dac-4acc-4797-a84c-d2d7768bb543-3.jpg,0.0,"Melbourne, Victoria",Senior Project Manager,2015-06-01,29.04371753013409
3979.0,34.0,CPB Contractors,500.0,au,2015-06-01,1.0,1061.0,male,acc41dac-4acc-4797-a84c-d2d7768bb543-3.jpg,0.0,"Adelaide, Australia",Project Manager - New Royal Adelaide Hospital Project ($2b),2011-06-01,48.000985646522516
3980.0,34.0,Lucid Consulting Australia,500.0,au,2010-04-01,1.0,1061.0,male,acc41dac-4acc-4797-a84c-d2d7768bb543-3.jpg,0.0,"Adelaide, Australia",Mechanical Engineer,2008-01-01,26.973859832850778
3988.0,38.0,Monash University,500.0,au,2009-12-01,1.0,1501.0,male,d9c019f7-0fe0-4fbf-b39c-ec85873459c6-3.jpg,0.0,"Clayton Campus, Melbourne, Victoria",Lecturer,2006-03-01,45.04404607897493
3989.0,38.0,Unique Micro Design Pty Ltd,500.0,au,2006-04-01,1.0,1501.0,male,d9c019f7-0fe0-4fbf-b39c-ec85873459c6-3.jpg,0.0,"Melbourne, Victoria",Electrical Engineer,2006-04-01,0.0
3991.0,41.0,Wombat Alley,500.0,au,2017-08-01,1.0,1374.0,male,FyhxynSXQijAW6l5bFAZJwfYVqeDZ2Gvf0paKRB64YI.jpg,1.0,"Melbourne, Australia",Director of Product and Strategy,2017-02-01,5.946734019179039
3992.0,41.0,Onestack,500.0,au,2017-08-01,1.0,1374.0,male,FyhxynSXQijAW6l5bFAZJwfYVqeDZ2Gvf0paKRB64YI.jpg,1.0,"Melbourne, Australia",Product & Technology Advisor,2016-10-01,9.987884761494076
3994.0,41.0,News Corp Australia,500.0,au,2016-03-01,1.0,1374.0,male,FyhxynSXQijAW6l5bFAZJwfYVqeDZ2Gvf0paKRB64YI.jpg,1.0,"Melbourne, Australia","Head of Product, Marketing & Technology @ brightday",2015-01-01,13.963325735641389
3995.0,41.0,News Corp Australia,500.0,au,2016-03-01,1.0,1374.0,male,FyhxynSXQijAW6l5bFAZJwfYVqeDZ2Gvf0paKRB64YI.jpg,1.0,"Melbourne, Australia",Chief Technology Officer @ Business Spectator,2012-01-01,49.972278691554244
3998.0,41.0,Ally,500.0,au,2010-12-01,1.0,1374.0,male,FyhxynSXQijAW6l5bFAZJwfYVqeDZ2Gvf0paKRB64YI.jpg,1.0,"Melbourne, Australia",Regional Chief Information Officer - AsiaPac,2009-03-01,21.027125813671738
4006.0,33.0,CA Technologies,444.0,au,2014-09-01,1.0,444.0,male,acc68c3f-4b81-40fc-a275-d7862caff0cd-3.jpg,0.0,"Perth, Australia",Service Consultant,2013-06-01,15.014682026324977
4007.0,33.0,Australian Government,444.0,au,2014-08-01,1.0,444.0,male,acc68c3f-4b81-40fc-a275-d7862caff0cd-3.jpg,0.0,"Western Australia, Australia",Project Clarity,2011-08-01,36.008952955912854
4009.0,33.0,WebAlive,444.0,au,2011-05-01,1.0,444.0,male,acc68c3f-4b81-40fc-a275-d7862caff0cd-3.jpg,0.0,"Melbourne, Australia",Technical Support Consultant WebAlive,2011-01-01,3.942586090063451
4010.0,33.0,Deakin University,444.0,au,2011-02-01,1.0,444.0,male,acc68c3f-4b81-40fc-a275-d7862caff0cd-3.jpg,0.0,"Melbourne, Australia",Tutor,2010-02-01,11.992032690609664
4015.0,36.0,PPI Corporation Pty Ltd,482.0,au,2013-03-01,1.0,486.0,female,f1e131c6-e957-4ec9-8aa9-c262f0bf8f51-3.jpg,0.0,"Brisbane, Australia",Marketing Manager,2012-08-01,6.965235425778763
4016.0,36.0,Super Retail Group,482.0,au,2012-08-01,1.0,486.0,female,f1e131c6-e957-4ec9-8aa9-c262f0bf8f51-3.jpg,0.0,"Brisbane, Australia",Category Manager,2011-10-01,10.020739645577939
4018.0,36.0,CPM Australia,482.0,au,2007-05-01,1.0,486.0,female,f1e131c6-e957-4ec9-8aa9-c262f0bf8f51-3.jpg,0.0,"Melbourne, Australia",Account Co-Ordinator,2006-03-01,13.996180619725251
4028.0,28.0,WME Australia,500.0,au,2015-02-01,1.0,1372.0,female,b63876e0-c3b5-4197-88bd-acb38e140670-3.jpg,0.0,"Melbourne Area, Australia",Content Writer,2014-08-01,6.045298671430625
4030.0,28.0,Crowd Media HQ,500.0,au,2014-03-01,1.0,1372.0,female,b63876e0-c3b5-4197-88bd-acb38e140670-3.jpg,0.0,"Albert Park, Melbourne",Social Media Manager,2014-01-01,1.9384381609478634
4031.0,28.0,Crowd Media HQ,500.0,au,2014-02-01,1.0,1372.0,female,b63876e0-c3b5-4197-88bd-acb38e140670-3.jpg,0.0,South Melbourne,Writer/PR,2013-11-01,3.0226493357153124
4033.0,28.0,ArtsHub,500.0,au,2012-10-01,1.0,1372.0,female,b63876e0-c3b5-4197-88bd-acb38e140670-3.jpg,0.0,"Melbourne, Australia",Intern editor,2012-06-01,4.008295858231175
4036.0,39.0,Scoopon,256.0,au,2014-12-01,1.0,257.0,male,AAEAAQAAAAAAAAMUAAAAJGM2ODNmZDZkLTA4MGQtNDdhMy04OWJhLTQ5ZGQyMGExMGY3NQ.jpg,0.0,Mulgrave,Senior Software Engineer,2013-03-01,21.027125813671738
4042.0,36.0,Multiplex,500.0,au,2011-03-01,1.0,552.0,female,dfba376b-8bb7-48c1-b43e-bc40720f8312-3.jpg,0.0,"Perth, Australia",Site Engineer,2009-02-01,24.904002135567467
4043.0,36.0,John Holland,500.0,au,2009-02-01,1.0,552.0,female,dfba376b-8bb7-48c1-b43e-bc40720f8312-3.jpg,0.0,"Perth, Australia",Graduate Civil Engineer,2007-01-01,25.035421671902913
4045.0,36.0,City of Ryde,500.0,au,2005-01-01,1.0,552.0,female,dfba376b-8bb7-48c1-b43e-bc40720f8312-3.jpg,0.0,"Sydney, Australia",Junior Engineer,2004-06-01,7.030945193946487
4049.0,44.0,Roads and Maritime Services,500.0,au,2014-05-01,1.0,1897.0,female,Gd-JvpYdH3jEgRjEsYmirW7u0ufn20noWg5gZY18Hfk.jpg,0.0,North Sydney,Transformation Manager,2013-05-01,11.992032690609664
4051.0,44.0,PMI Sydney,500.0,au,2013-06-01,1.0,1897.0,female,Gd-JvpYdH3jEgRjEsYmirW7u0ufn20noWg5gZY18Hfk.jpg,0.0,"Sydney Area, Australia","Director, Building Better Futures",2013-01-01,4.9610874966631755
4078.0,36.0,Atlassian,500.0,au,2017-01-01,1.0,942.0,male,wcKDvFJ2ndddZ9uUO9TVrll3mS8qH7Z4tKKdf6tb9bs.jpg,0.0,"Sydney, Australia",Jira Operations Coordinator,2015-11-01,14.029035503809114
4079.0,36.0,UK Trade & Investment (UKTI),500.0,au,2015-07-01,1.0,942.0,male,wcKDvFJ2ndddZ9uUO9TVrll3mS8qH7Z4tKKdf6tb9bs.jpg,0.0,"London, United Kingdom",Investment Group Intern,2015-05-01,2.0041479291155877
4081.0,36.0,Chartered Accountants Australia and New Zealand,500.0,au,2015-03-01,1.0,942.0,male,wcKDvFJ2ndddZ9uUO9TVrll3mS8qH7Z4tKKdf6tb9bs.jpg,0.0,"Sydney, Australia",Careers Engagement Intern,2015-02-01,0.9199367543481386
4093.0,65.0,Hunt & Hunt Lawyers,167.0,au,2015-12-01,1.0,168.0,female,025b9f68-5e6f-4e39-a83e-58c33cb3eba6-3.jpg,0.0,Adelaide,Partner,2014-02-01,21.947062568019877
4094.0,65.0,Bright Corporate Law,167.0,au,2014-01-01,1.0,168.0,female,025b9f68-5e6f-4e39-a83e-58c33cb3eba6-3.jpg,0.0,"Level 4, 117 King William Street Adelaide SA 5000",Partner,2008-10-01,63.01566767284749
4097.0,34.0,Octagon,500.0,au,2017-03-01,1.0,754.0,female,5071a9df-61fe-430a-b199-a27c680ee4ea-3.jpg,0.0,"Sydney, Australia",Account Director,2016-11-01,3.942586090063451
4099.0,34.0,M&C Saatchi Sport & Entertainment - Australia,500.0,au,2015-04-01,1.0,754.0,female,5071a9df-61fe-430a-b199-a27c680ee4ea-3.jpg,0.0,"Sydney, Australia",Senior Account Manager,2014-04-01,11.992032690609664
4100.0,34.0,M&C Saatchi Sport & Entertainment - Australia,500.0,au,2014-04-01,1.0,754.0,female,5071a9df-61fe-430a-b199-a27c680ee4ea-3.jpg,0.0,"Sydney, Australia",Account Manager,2012-09-01,18.957268116388427
4102.0,34.0,One Partners,500.0,au,2012-01-01,1.0,754.0,female,5071a9df-61fe-430a-b199-a27c680ee4ea-3.jpg,0.0,"Sydney, Australia",Project Coordinator,2010-08-01,17.018829955440562
4103.0,34.0,NCJ Media,500.0,au,2008-08-01,1.0,754.0,female,5071a9df-61fe-430a-b199-a27c680ee4ea-3.jpg,0.0,"Newcastle upon Tyne, United Kingdom",Fieldsales Advertising Executive,2007-08-01,12.024887574693526
4108.0,29.0,IBM,500.0,au,2015-12-01,1.0,692.0,male,T6vhiN_Y12XcFK2tJZm-xNOwxEQ45KOuOjsb_4Up-u0.jpg,0.0,Sydney,Contract Finance Specialist,2014-03-01,21.027125813671738
4109.0,29.0,IBM,500.0,au,2014-03-01,1.0,692.0,male,T6vhiN_Y12XcFK2tJZm-xNOwxEQ45KOuOjsb_4Up-u0.jpg,0.0,Sydney,Financial Analyst,2013-05-01,9.987884761494076
4114.0,51.0,Envision Consult ,500.0,au,2013-01-01,1.0,1892.0,male,317d63d7-5484-4285-9760-dc2ab19d0b72-3.jpg,1.0,"Sydney, Australia",Consultant Principal,2007-02-01,70.99940450522598
