advertisement.publication_date,advertisement.complete,advertiser.name,enslaved_person.gender,enslaved_person_languages.does_speak,enslaver.fullname,enslaver.gender,enslaver.type,newspaper.name,runaway.ran_before,runaway.profess_freedom,runaway_enslavers.enslaver_status,runaway_reward.amount,newspaper_location.city,newspaper_location.state,enslaver_location.city,enslaver_location.state,advertisement.id,advertiser.id,newspaper.id,newspaper_location.id,runaway_event.id,runaway.id,enslaved_person.id,enslaved_person_languages.id,runaway_enslavers.id,enslaver.id,enslaver_location.id,runaway_reward.id
1855-07-07,false,"",MALE,"",L. H. Sanders,MALE,current,Raleigh Register,"","","",25,Raleigh,US-NC,Smithfield,US-NC,0846b5e4-0ba4-4993-9bb0-11fb9dfda369,"",6b9f2f88-cb76-40f8-8ac6-4527570fd5f6,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,6333aaba-77d8-4a8f-8f26-c99e7b3ea40f,dde6942f-e7aa-4394-9f2c-a04e57a0f14c,3099869f-45df-4b50-9110-962674ebf858,"",faa2929c-8484-4f58-aed3-012dee44f20c,2543be0e-2f30-496d-95ed-78860fd941f0,a74e8e4d-1a89-473e-8eac-c73c06d97aa6,3e195382-75ed-4f0b-8977-cb22bda0c2b6
1855-07-07,false,"",MALE,"",L. H. Sanders,MALE,current,Raleigh Register,"","","",50,Raleigh,US-NC,Smithfield,US-NC,0846b5e4-0ba4-4993-9bb0-11fb9dfda369,"",6b9f2f88-cb76-40f8-8ac6-4527570fd5f6,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,6333aaba-77d8-4a8f-8f26-c99e7b3ea40f,dde6942f-e7aa-4394-9f2c-a04e57a0f14c,3099869f-45df-4b50-9110-962674ebf858,"",faa2929c-8484-4f58-aed3-012dee44f20c,2543be0e-2f30-496d-95ed-78860fd941f0,a74e8e4d-1a89-473e-8eac-c73c06d97aa6,9683d986-197b-401f-baad-aecae1adee64
1855-07-07,false,"",MALE,"",Robert Parmer,MALE,deceased,Raleigh Register,"","","",25,Raleigh,US-NC,"",US-GA,0846b5e4-0ba4-4993-9bb0-11fb9dfda369,"",6b9f2f88-cb76-40f8-8ac6-4527570fd5f6,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,6333aaba-77d8-4a8f-8f26-c99e7b3ea40f,dde6942f-e7aa-4394-9f2c-a04e57a0f14c,3099869f-45df-4b50-9110-962674ebf858,"",fee1a5c6-385e-4329-9d97-282a72bc9ea3,4527bfe1-52f7-449c-b302-0387c40322e8,7ebcf4a1-3cce-46d9-aa67-4d378931f5cf,3e195382-75ed-4f0b-8977-cb22bda0c2b6
1855-07-07,false,"",MALE,"",Robert Parmer,MALE,deceased,Raleigh Register,"","","",50,Raleigh,US-NC,"",US-GA,0846b5e4-0ba4-4993-9bb0-11fb9dfda369,"",6b9f2f88-cb76-40f8-8ac6-4527570fd5f6,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,6333aaba-77d8-4a8f-8f26-c99e7b3ea40f,dde6942f-e7aa-4394-9f2c-a04e57a0f14c,3099869f-45df-4b50-9110-962674ebf858,"",fee1a5c6-385e-4329-9d97-282a72bc9ea3,4527bfe1-52f7-449c-b302-0387c40322e8,7ebcf4a1-3cce-46d9-aa67-4d378931f5cf,9683d986-197b-401f-baad-aecae1adee64
1855-07-07,false,"",MALE,"",L. H. Sanders,MALE,current,Raleigh Register,"","","",50,Raleigh,US-NC,Smithfield,US-NC,0846b5e4-0ba4-4993-9bb0-11fb9dfda369,"",6b9f2f88-cb76-40f8-8ac6-4527570fd5f6,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,6333aaba-77d8-4a8f-8f26-c99e7b3ea40f,a93a4b26-fa4a-4e16-9d8b-1da853abac29,0c6f4134-538c-4c23-91c6-c956ebc03ae7,"",7e5a944d-643c-4a74-bd23-12af7f2b7ab3,2543be0e-2f30-496d-95ed-78860fd941f0,a74e8e4d-1a89-473e-8eac-c73c06d97aa6,203d5cb1-fa2d-4b5d-b459-9ccf5317c7d3
1855-07-07,false,"",MALE,"",L. H. Sanders,MALE,current,Raleigh Register,"","","",25,Raleigh,US-NC,Smithfield,US-NC,0846b5e4-0ba4-4993-9bb0-11fb9dfda369,"",6b9f2f88-cb76-40f8-8ac6-4527570fd5f6,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,6333aaba-77d8-4a8f-8f26-c99e7b3ea40f,a93a4b26-fa4a-4e16-9d8b-1da853abac29,0c6f4134-538c-4c23-91c6-c956ebc03ae7,"",7e5a944d-643c-4a74-bd23-12af7f2b7ab3,2543be0e-2f30-496d-95ed-78860fd941f0,a74e8e4d-1a89-473e-8eac-c73c06d97aa6,b2d24652-7f52-491b-bb5f-dc2ad8b7eb96
1855-07-07,false,"",MALE,"",Robert Parmer,MALE,deceased,Raleigh Register,"","","",50,Raleigh,US-NC,"",US-GA,0846b5e4-0ba4-4993-9bb0-11fb9dfda369,"",6b9f2f88-cb76-40f8-8ac6-4527570fd5f6,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,6333aaba-77d8-4a8f-8f26-c99e7b3ea40f,a93a4b26-fa4a-4e16-9d8b-1da853abac29,0c6f4134-538c-4c23-91c6-c956ebc03ae7,"",458e9302-53e5-4dbf-9529-7f07e91912cc,4527bfe1-52f7-449c-b302-0387c40322e8,7ebcf4a1-3cce-46d9-aa67-4d378931f5cf,203d5cb1-fa2d-4b5d-b459-9ccf5317c7d3
1855-07-07,false,"",MALE,"",Robert Parmer,MALE,deceased,Raleigh Register,"","","",25,Raleigh,US-NC,"",US-GA,0846b5e4-0ba4-4993-9bb0-11fb9dfda369,"",6b9f2f88-cb76-40f8-8ac6-4527570fd5f6,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,6333aaba-77d8-4a8f-8f26-c99e7b3ea40f,a93a4b26-fa4a-4e16-9d8b-1da853abac29,0c6f4134-538c-4c23-91c6-c956ebc03ae7,"",458e9302-53e5-4dbf-9529-7f07e91912cc,4527bfe1-52f7-449c-b302-0387c40322e8,7ebcf4a1-3cce-46d9-aa67-4d378931f5cf,b2d24652-7f52-491b-bb5f-dc2ad8b7eb96
1835-08-08,false,John Jolly,MALE,"",Francis Jet,MALE,current,Milledgeville Federal Union,"","","","",Milledgeville,US-GA,"",US-GA,0848aec9-7a34-42bc-bb73-4cf4478c7bee,108beea0-e464-4daf-a286-d3061fa7576c,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,61555e68-3b35-429c-9c43-389b59281cd2,001f8310-ed29-410b-be7d-eb9b24423f5f,40878a03-200f-4ccf-a721-1e192acd34b8,"",9877458f-6395-42b9-9db2-480e78330edd,63c4e692-a9d6-435e-af0a-debdb383fa41,cfe5f43f-c723-4892-b988-49f40f8994fa,""
1854-08-19,false,"",MALE,"",Mrs. Sewall,FEMALE,NOT_PROVIDED,The Daily Picayune,"","","","",New Orleans,US-LA,New Orleans,US-LA,084c1828-e6ae-4c87-afd9-197204122668,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,56b18c7b-9e2e-4317-a153-6bfc731e200b,af2d40d0-0c63-4c34-8d93-23dc7639d43b,77cf29a4-16a0-4ed0-b8fe-004608523b7e,"",5ece218b-dd62-4421-be24-140f6213550b,229d9731-0e82-45d1-96b9-44a0319a696c,03d13afd-8c73-4275-8010-083d95c25ca0,""
1852-05-05,false,"",FEMALE,"",Dr. Josiah O. Watson ,MALE,former,Weekly Standard,"","","",50,Raleigh,US-NC,"","",084dd025-7f6c-4f61-a6a9-e20d204d7aba,"",dc738fca-76bd-432c-93ea-a04d200d948d,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,fe1ee688-b0e7-42ae-bcea-1aa4a9fef800,e57f61f1-1532-43e8-aac3-aea8309fd65b,1b4c346b-4f51-4b50-93cf-a4bcd0ad2f01,"",d675a626-098c-4f66-bb5f-83ef83ad3004,7285bd77-2fe0-4c90-8e7c-891768a31521,"",8c43247c-9382-421f-bc81-64ee53ce3d2b
1852-05-05,false,"",FEMALE,"",Dr. Josiah O. Watson ,MALE,former,Weekly Standard,"","","",25,Raleigh,US-NC,"","",084dd025-7f6c-4f61-a6a9-e20d204d7aba,"",dc738fca-76bd-432c-93ea-a04d200d948d,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,fe1ee688-b0e7-42ae-bcea-1aa4a9fef800,e57f61f1-1532-43e8-aac3-aea8309fd65b,1b4c346b-4f51-4b50-93cf-a4bcd0ad2f01,"",d675a626-098c-4f66-bb5f-83ef83ad3004,7285bd77-2fe0-4c90-8e7c-891768a31521,"",7e80d905-bb5a-4cf9-a0ed-b6a42690ec31
1852-05-05,false,"",FEMALE,"",James. M. Mangum,MALE,current,Weekly Standard,"","","",50,Raleigh,US-NC,Raleigh,US-NC,084dd025-7f6c-4f61-a6a9-e20d204d7aba,"",dc738fca-76bd-432c-93ea-a04d200d948d,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,fe1ee688-b0e7-42ae-bcea-1aa4a9fef800,e57f61f1-1532-43e8-aac3-aea8309fd65b,1b4c346b-4f51-4b50-93cf-a4bcd0ad2f01,"",3c8f6197-afa9-49b8-ab95-328fc97cb472,96435f73-4725-4ec4-ba43-1fd56dadd266,15bfee9f-73a1-4a7b-bf55-06568efead87,8c43247c-9382-421f-bc81-64ee53ce3d2b
1852-05-05,false,"",FEMALE,"",James. M. Mangum,MALE,current,Weekly Standard,"","","",25,Raleigh,US-NC,Raleigh,US-NC,084dd025-7f6c-4f61-a6a9-e20d204d7aba,"",dc738fca-76bd-432c-93ea-a04d200d948d,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,fe1ee688-b0e7-42ae-bcea-1aa4a9fef800,e57f61f1-1532-43e8-aac3-aea8309fd65b,1b4c346b-4f51-4b50-93cf-a4bcd0ad2f01,"",3c8f6197-afa9-49b8-ab95-328fc97cb472,96435f73-4725-4ec4-ba43-1fd56dadd266,15bfee9f-73a1-4a7b-bf55-06568efead87,7e80d905-bb5a-4cf9-a0ed-b6a42690ec31
1853-03-17,false,"",MALE,"",Aldred Current,MALE,current,Carolina Watchman,"","","",5,Salisbury,US-NC,Williamsburg ,US-NC,084f21f9-a9ec-4ea8-a515-1f1506020585,"",53e4dd53-e243-480b-a0dd-899153e6242b,1ed349d8-54a9-480d-ab87-d11ac3fd32f6,dd4d6d77-bcc0-4925-bfa0-62ee33536c3b,bd4c474f-dccf-483a-b310-726c310abee5,89144745-53d6-4286-bffd-18f8920cefd1,"",a6c8b8b3-892d-4d93-80a0-9399201eb2be,4628cc7d-a179-42f4-9564-0524c58be488,5fb2b05f-7448-469f-bc40-f8bb854b6129,f6cce3b6-4849-4c83-8980-471d7e30fc41
1828-08-30,false,R.B McRae,MALE,"",Daniel Wartimer,MALE,alleged,New-Orleans Argus,"","","","",New Orleans,US-LA,Port Gibson,US-MS,08500a49-e181-45ef-b10f-82f85ce9679f,48894b84-9c79-409d-b6e6-784f304550c1,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,fabbdeee-7bdf-4d3a-98f0-bb53079e02fb,da702eda-dca7-46da-8d5b-931c741d4176,2f6b9d74-c411-4317-9e71-a4a9df865bdf,"",b13b17d2-8858-41df-97b0-b7ba7d3ce0f4,68665961-f7f4-4efd-b1df-11f1a36d5d2d,ea51ea69-2e53-469a-9ed2-1ada1d1f4ba4,""
1854-04-30,false,"",MALE,"",W. B Whitebead,NOT_PROVIDED,current,The Daily Picayune,"","","",25,New Orleans,US-LA,"",US-LA,08528985-b1aa-4367-a097-a8a104f25395,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,592d3062-88c4-48f4-a2a7-cb8332cf62ce,9053fb40-f07f-407e-8b71-1be2dee074f6,ba741d4a-d11a-456f-8958-d7294e3c6678,"",1224c1ea-fb74-47e5-8e05-215bbeab2e56,f2c2437b-2411-4cf6-9b8e-d4762d9cf5e3,2e08349a-f7e1-4f02-891a-b99bc5781f2d,ad953637-1732-497c-91cb-864dd32ad714
1828-08-04,false,Harang & Fuzende,MALE,true,"","","",New-Orleans Argus,"","","",20,New Orleans,US-LA,"","",08574661-6cff-4272-a512-c78442bd5569,1beba13d-be4d-4410-b19b-e0bb06a1c2f3,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,d14a73b6-9fda-4a03-9ebb-528c32e3bc00,b07d7276-a0b7-4b1b-aa0e-fac6e6e9b7a5,1e3d6be0-d6a1-4afe-b3a4-cea7f4690ee9,49a706a4-7fb6-4cf9-a449-72a06cf7e84a,"","","",fe31ed98-a3cd-43c2-b0a5-f5d97fb390fb
1846-07-23,false,"",MALE,"",D. Moores,MALE,current,The Daily Picayune,"","","",10,New Orleans,US-LA,Lafayette,US-LA,08584c2a-1548-4b07-bc1d-b5db1f64535c,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,0779e1f3-b442-4166-8ae7-9f04314f61b9,27f384b6-8865-4a80-8d29-6fc20ed074dc,c4e2e124-b304-4261-9dbe-413733b220f2,"",b1b321fd-44ae-4bf1-9ce9-cabfd98262fc,e9c9a6d8-e85f-4f11-bf34-028d5f9a5e9e,642c3874-d508-4280-b68a-10cb9bfc21ac,b281c164-51e0-410b-b183-180eb6a96ff2
1828-09-16,false,"",MALE,true,Mr. La Garde,MALE,current,New-Orleans Argus,"",false,"",5,New Orleans,US-LA,Savannah,US-GA,085c4b0b-c192-4688-a9ab-07e81da9f8b4,"",829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,8a71e698-8474-45ac-9a93-50f79c6d7a5d,77a4ab92-6103-4492-bf61-b3f8be4122e6,931cb8e0-54a1-454c-8b22-15de912698c8,4d1b6998-ff14-43cc-afeb-a26818ffcd61,6736ba24-5dd4-4c48-bc86-58222f01cf1e,364d40c7-f77e-4b4c-accc-cd8bdad26e8a,132af507-7995-4f0c-ae48-6e98a91afb99,fcfc1c25-4d81-4964-80bb-16f49f02a2b4
1836-02-02,false,"Levon W, Rart",MALE,"",LEVON W. TART,MALE,NOT_PROVIDED,Charleston Mercury,"","","",50,Charleston,US-SC,"","",085c5cea-317c-4b04-ae0e-7b18f79ee336,1535be65-ec54-4c53-99b6-9443fdee6288,12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,89f2cd06-48e3-4c69-95cc-617ef2beae68,ba1d7e1a-a323-4d98-9ebb-cbcd38212265,2a6a9cea-6326-45e1-9995-849f659a8b7f,"",12a60b31-498b-4fd2-a7ae-5f2324d1b879,1bf84550-4ac4-4b9e-85a2-5193b3d53e38,"",d180434e-7d04-4d6f-ac64-c824a410a68c
1836-02-02,false,"Levon W, Rart",MALE,"",LEVON W. TART,MALE,NOT_PROVIDED,Charleston Mercury,"","","",25,Charleston,US-SC,"","",085c5cea-317c-4b04-ae0e-7b18f79ee336,1535be65-ec54-4c53-99b6-9443fdee6288,12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,89f2cd06-48e3-4c69-95cc-617ef2beae68,ba1d7e1a-a323-4d98-9ebb-cbcd38212265,2a6a9cea-6326-45e1-9995-849f659a8b7f,"",12a60b31-498b-4fd2-a7ae-5f2324d1b879,1bf84550-4ac4-4b9e-85a2-5193b3d53e38,"",aa824bcd-15f6-4c91-996d-abad3884b094
1836-06-20,false,"",MALE,"",E. W. Harrison,MALE,current,Charleston Mercury,"","","",25,Charleston,US-SC,Columbia,US-SC,085eb9f9-adff-48f0-bf0c-9cee13c50fab,"",12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,5eaca7fd-4a36-4655-872b-91ca24291997,d01284b8-2306-4486-adad-14c2d9c87684,75406031-959d-46c1-bcb1-037d1f84ac93,"",8038e2b1-e4e8-4091-84be-ce89973f2f61,70493a16-7b2d-4ba9-b735-b41a68db72eb,ead7a055-d5a6-4baa-af9e-efa509252472,d9c9d1fb-ea58-444a-bc5b-0f54f7b2e73a
1836-06-20,false,"",MALE,"",E. W. Harrison,MALE,current,Charleston Mercury,"","","",50,Charleston,US-SC,Columbia,US-SC,085eb9f9-adff-48f0-bf0c-9cee13c50fab,"",12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,5eaca7fd-4a36-4655-872b-91ca24291997,d01284b8-2306-4486-adad-14c2d9c87684,75406031-959d-46c1-bcb1-037d1f84ac93,"",8038e2b1-e4e8-4091-84be-ce89973f2f61,70493a16-7b2d-4ba9-b735-b41a68db72eb,ead7a055-d5a6-4baa-af9e-efa509252472,cebbc401-5a31-43ce-b42a-48dbd7d5bafa
1828-07-10,false,"",MALE,true,Mr. L M Mallein,MALE,current,New-Orleans Argus,"",true,"",20,New Orleans,US-LA,New Orleans ,US-LA,085ff7aa-f1d0-425e-8eb8-113ef86311f2,"",829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,fffdfc83-2e73-4765-a7a3-512bba98d162,b6b32939-6e43-4cea-a0df-dffc61829caf,8b3f31a6-cdb7-48cc-9b2e-7352d8f0beff,780d300f-1f5a-4f47-b55e-f46c92c18beb,0b32a0c5-566d-4371-8f2b-c4f6b3c5cc6a,42087081-7f72-4834-9ec4-13cb985ceb4e,d10f0043-b8e6-4129-ba64-88f3481a818d,347aebdb-4e9f-44f4-8830-da1397702462
1828-07-10,false,"",MALE,true,Mr. L M Mallein,MALE,current,New-Orleans Argus,"",true,"",20,New Orleans,US-LA,New Orleans ,US-LA,085ff7aa-f1d0-425e-8eb8-113ef86311f2,"",829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,fffdfc83-2e73-4765-a7a3-512bba98d162,b6b32939-6e43-4cea-a0df-dffc61829caf,8b3f31a6-cdb7-48cc-9b2e-7352d8f0beff,e92c4361-a992-413b-b04e-e323b629b3d8,0b32a0c5-566d-4371-8f2b-c4f6b3c5cc6a,42087081-7f72-4834-9ec4-13cb985ceb4e,d10f0043-b8e6-4129-ba64-88f3481a818d,347aebdb-4e9f-44f4-8830-da1397702462
1854-03-31,false,"",MALE,"","","","",The Daily Picayune,"","","",10,New Orleans,US-LA,"","",0861d782-13aa-43c0-8628-307a562f62f3,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,977c49dc-e86a-4a6d-909b-7fefcd10d656,c9b2ae44-4ee3-41b3-a091-58fec2fde302,041ba3dd-56a5-4b00-933a-080f6a069768,"","","","",608db489-1cdf-4efd-99bc-286c4c2b6dab
1828-06-02,false,L.L. Trepagnier,MALE,"",Mr. Ro,MALE,current,New-Orleans Argus,"","","","",New Orleans,US-LA,"","",08632c6b-9404-409a-a19a-2d302fea6745,7183842c-1af3-48ea-bd7c-f534e558c2cb,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,11a32252-599f-4f3a-9a44-247b8016b474,63fece59-7592-42cd-8046-8ff5645e3ee4,123a60be-ebeb-4688-b2c2-e6f961de8abb,"",18352978-7b7c-4a8a-9ceb-ba018a1688d4,41ddc69f-9350-4444-a23e-fe403af5168f,3410e9a2-3e84-4fd1-819b-7645afe09cef,""
1854-05-23,false,JOHN D. McCOWEN,MALE,"",JOHN D. McCOWEN,MALE,current,Milledgeville Federal Union,"","","",100,Milledgeville,US-GA,Forsyth,US-GA,0863fff0-099f-4a1e-8b8c-d6699b10c997,e5432d78-f818-4b89-a3d2-8a3a3b902e5f,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,40d15cda-4ab0-4d23-8c1b-6138fc56db6a,9028854c-8584-4068-9ee8-9f27c382fa3e,48a18c4d-b9b7-4b4f-854e-3df1d4b27984,"",50e8c708-9e33-45af-a574-94207a6b19b3,22dc3f2e-9b39-430d-a444-f4fa5358996a,4cbcbe92-6eac-4c3c-ae3b-37a8742c7ef4,ea563dd0-eb64-4d5c-83f1-5365732ab9e0
1854-05-23,false,JOHN D. McCOWEN,MALE,"",JOHN D. McCOWEN,MALE,current,Milledgeville Federal Union,"","","",50,Milledgeville,US-GA,Forsyth,US-GA,0863fff0-099f-4a1e-8b8c-d6699b10c997,e5432d78-f818-4b89-a3d2-8a3a3b902e5f,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,40d15cda-4ab0-4d23-8c1b-6138fc56db6a,9028854c-8584-4068-9ee8-9f27c382fa3e,48a18c4d-b9b7-4b4f-854e-3df1d4b27984,"",50e8c708-9e33-45af-a574-94207a6b19b3,22dc3f2e-9b39-430d-a444-f4fa5358996a,4cbcbe92-6eac-4c3c-ae3b-37a8742c7ef4,c30f3622-5ea2-4973-9f3d-6f1581a61741
1847-01-21,false,"",MALE,"",Mr. Ailleek,MALE,former,The Daily Picayune,"","","",20,New Orleans,US-LA,"","",0864f99c-d90b-4f5e-8a3a-acbbf93d23ab,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,854ae602-3c80-4847-95cf-389c7584ec7f,8c09e28a-2d43-41a8-9782-e67672199d8d,22b89d31-fc51-4885-955e-7c4d22d78f1d,"",66f3b6c1-464b-48dd-b2cd-57ecf7f326b7,c6b5a8ab-698d-4110-94e6-9ce601e10656,"",87d473ac-404b-4bcb-a47b-be4741e4409a
1854-04-02,false,"",MALE,true,"LEFEBVRE & CO, Bakers",NOT_PROVIDED,NOT_PROVIDED,The Daily Picayune,"","","",50,New Orleans,US-LA,"",US-LA,08653445-0d8e-4509-91ae-6893530ed954,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,637afc1e-9106-4655-b9ac-4e84c3a44e5b,fbabe721-4ce0-4fb9-9d34-5fc2556450f2,e3a25503-2cc1-479b-b154-4e2fb5731460,ed73518b-e33b-414a-9015-daa125175e30,5bf7a5c2-20f5-476a-8577-047389653c3c,d818c010-883f-400b-b216-532bee928872,4f05825f-0c46-4e96-94e6-ba07477eaa3d,67e75113-7086-40b4-ab2e-4c965a1243a8
1854-04-02,false,"",MALE,true,"LEFEBVRE & CO, Bakers",NOT_PROVIDED,NOT_PROVIDED,The Daily Picayune,"","","",50,New Orleans,US-LA,"",US-LA,08653445-0d8e-4509-91ae-6893530ed954,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,637afc1e-9106-4655-b9ac-4e84c3a44e5b,fbabe721-4ce0-4fb9-9d34-5fc2556450f2,e3a25503-2cc1-479b-b154-4e2fb5731460,7a011119-7319-497d-9688-36a1320c2541,5bf7a5c2-20f5-476a-8577-047389653c3c,d818c010-883f-400b-b216-532bee928872,4f05825f-0c46-4e96-94e6-ba07477eaa3d,67e75113-7086-40b4-ab2e-4c965a1243a8
1844-05-02,false,"",MALE,"",Hugh Bell,MALE,NOT_PROVIDED,The Daily Picayune,"","","",15,New Orleans,US-LA,"","",0867b93b-ce42-497e-bef1-9ea7a485f600,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,c5aff6de-d6b1-4bb8-9b45-6b72610c47f7,6c03fd97-23a2-45b0-9048-10831ef88fa7,b600e995-be78-411d-b353-c3589cf1b161,"",96a4dc74-92c7-49a0-8068-6c00020af701,c53bfe85-5230-4ab7-9f4b-2984f7082076,"",1a9f737c-0206-418a-bad0-608c66298539
1762-01-14,false,"",MALE,true,David Anderson,MALE,current,"Parker's New York Gazette; or, The Weekly Post-Boy",false,"","",20,"",US-NY,North Castle,US-NY,086b16f4-d6d0-451b-8467-2a1a4610eda1,"",9dcde20e-f605-4760-b328-2874fe381956,0127c7e1-ff75-4d8e-bd1d-c4ff4c7f0412,46af1dd5-bced-457a-85f6-5f2a2d0cc4a3,5fda0590-6404-4c98-a3e2-36d8980bfd5e,3bcd9802-b49f-4ed0-94ee-7ae3299092ee,db5120ac-65cb-4ecc-b15d-68b2b5b95830,ed4b53d9-f36d-47d0-91c6-dc78da6de065,75f9e7d8-f88e-432f-8a12-feac601b0b04,18f87d6f-74df-45e7-835c-f3b4267956be,4d36b8ea-2453-46ee-b826-e2010e57ce3c
1762-01-14,false,"",MALE,true,David Anderson,MALE,current,"Parker's New York Gazette; or, The Weekly Post-Boy",false,"","",20,"",US-NY,North Castle,US-NY,086b16f4-d6d0-451b-8467-2a1a4610eda1,"",9dcde20e-f605-4760-b328-2874fe381956,0127c7e1-ff75-4d8e-bd1d-c4ff4c7f0412,46af1dd5-bced-457a-85f6-5f2a2d0cc4a3,5fda0590-6404-4c98-a3e2-36d8980bfd5e,3bcd9802-b49f-4ed0-94ee-7ae3299092ee,071f3813-328b-4435-8cb3-3858888d3a7a,ed4b53d9-f36d-47d0-91c6-dc78da6de065,75f9e7d8-f88e-432f-8a12-feac601b0b04,18f87d6f-74df-45e7-835c-f3b4267956be,4d36b8ea-2453-46ee-b826-e2010e57ce3c
1778-11-26,false,"",MALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",5, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,be5a0525-ca8f-4d0b-812d-3c49c2d1ee84,ef26c741-8427-4075-ae7f-f0cb5b8195a0,"",08da518e-2c22-4c05-a163-83b52e1d08d0,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,cc8b13e8-a568-4fab-9f15-0d06999ea7af
1778-11-26,false,"",MALE,true,Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",10, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,0f5e1973-0aa3-4dd9-98cb-0d90abc94ccb,2ec2aa79-7da6-430a-a978-0ff25c86a08f,350db06c-12f6-4131-b656-d735a8d7f3fd,fd5e1a4a-c987-474d-8e2c-da7b26ce1964,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,ab40ffad-f52d-4754-a187-1500839f8034
1778-11-26,false,"",MALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",20, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,b3f72e2d-72c5-4aa9-b94d-c5b0eb840682,4ef1d03a-19be-486a-a5df-fd945d4a90f7,"",81af1464-ea14-49a2-9446-3b90883d3bbc,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,62d81432-dcbb-4328-ad8e-17bfe2bd80ef
